Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Canada,Black
32,Male,Bachelor Degree,Product Manager,7,120000,China,Korean
24,Female,High School,Receptionist,0,25000,Australia,Asian
37,Male,Master Degree,Marketing Director,14,180000,Australia,White
39,Female,Bachelor Degree,Financial Manager,16,200000,USA,White
26,Male,Bachelor Degree,Product Designer,2,50000,USA,Asian
31,Female,Phd,Data Scientist,8,140000,China,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,White
33,Female,Master Degree,Marketing Manager,9,130000,Canada,Black
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,White
36,Female,Phd,Research Scientist,12,160000,USA,White
25,Male,Bachelor Degree,Product Manager,1,55000,China,Korean
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,Canada,Black
34,Male,Phd,Research Director,11,170000,Canada,Black
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,Mixed
32,Male,Bachelor Degree,Product Manager,7,120000,China,Chinese
24,Female,High School,Receptionist,0,25000,Australia,Asian
37,Male,Master Degree,Marketing Director,14,180000,China,Chinese
39,Female,Bachelor Degree,Financial Manager,16,200000,China,Korean
26,Male,Bachelor Degree,Product Designer,2,50000,Australia,Asian
31,Female,Phd,Data Scientist,8,140000,Canada,Black
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,White
33,Female,Master Degree,Marketing Manager,9,130000,USA,White
27,Male,Bachelor Degree,Software Engineer,3,80000,China,White
36,Female,Phd,Research Scientist,12,160000,China,Korean
25,Male,Bachelor Degree,Product Manager,1,55000,China,Chinese
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,Canada,White
34,Male,Phd,Research Director,11,170000,China,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,Australian
32,Male,Bachelor Degree,Product Manager,7,120000,Australia,White
24,Female,High School,Receptionist,0,25000,China,Korean
37,Male,Master Degree,Marketing Director,14,180000,UK,White
39,Female,Bachelor Degree,Financial Manager,16,200000,Australia,White
26,Male,Bachelor Degree,Product Designer,2,50000,Australia,White
31,Female,Phd,Data Scientist,8,140000,UK,Welsh
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,White
33,Female,Master Degree,Marketing Manager,9,130000,China,Korean
27,Male,Bachelor Degree,Software Engineer,3,80000,Canada,Asian
36,Female,Phd,Research Scientist,12,160000,UK,White
25,Male,Bachelor Degree,Product Manager,1,55000,China,Chinese
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,UK,Asian
34,Male,Phd,Research Director,11,170000,Canada,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,USA,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,Australia,Asian
24,Female,High School,Receptionist,0,25000,USA,Asian
37,Male,Master Degree,Marketing Director,14,180000,China,Chinese
39,Female,Bachelor Degree,Financial Manager,16,200000,Canada,White
26,Male,Bachelor Degree,Product Designer,2,50000,Canada,Black
31,Female,Phd,Data Scientist,8,140000,Australia,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,White
33,Female,Master Degree,Marketing Manager,9,130000,USA,African American
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Hispanic
36,Female,Phd,Research Scientist,12,160000,China,White
25,Male,Bachelor Degree,Product Manager,1,55000,UK,Asian
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,China,Chinese
34,Male,Phd,Research Director,11,170000,UK,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,China,Chinese
32,Male,Bachelor Degree,Product Manager,7,120000,Australia,White
24,Female,High School,Receptionist,0,25000,Canada,White
37,Male,Master Degree,Marketing Director,14,180000,Canada,Black
39,Female,Bachelor Degree,Financial Manager,16,200000,Canada,White
26,Male,Bachelor Degree,Product Designer,2,50000,Australia,Australian
31,Female,Phd,Data Scientist,8,140000,UK,Mixed
29,Male,Bachelor Degree,Marketing Analyst,4,70000,USA,White
33,Female,Master Degree,Marketing Manager,9,130000,China,White
27,Male,Bachelor Degree,Software Engineer,3,80000,China,Korean
36,Female,Phd,Research Scientist,12,160000,Canada,White
25,Male,Bachelor Degree,Product Manager,1,55000,Canada,White
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,China,Korean
34,Male,Phd,Research Director,11,170000,China,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Canada,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,USA,White
24,Female,High School,Receptionist,0,25000,UK,Welsh
37,Male,Master Degree,Marketing Director,14,180000,USA,African American
39,Female,Bachelor Degree,Financial Manager,16,200000,China,Chinese
26,Male,Bachelor Degree,Product Designer,2,50000,UK,White
31,Female,Phd,Data Scientist,8,140000,China,Korean
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,Korean
33,Female,Master Degree,Marketing Manager,9,130000,Canada,Black
27,Male,Bachelor Degree,Software Engineer,3,80000,UK,Mixed
36,Female,Phd,Research Scientist,12,160000,China,Korean
25,Male,Bachelor Degree,Product Manager,1,55000,Canada,Black
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,Australia,White
34,Male,Phd,Research Director,11,170000,UK,Welsh
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,Mixed
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,Black
24,Female,High School,Receptionist,0,25000,Canada,Asian
37,Male,Master Degree,Marketing Director,14,180000,Canada,Black
39,Female,Bachelor Degree,Financial Manager,16,200000,China,White
26,Male,Bachelor Degree,Product Designer,2,50000,USA,Hispanic
31,Female,Phd,Data Scientist,8,140000,China,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,USA,Hispanic
33,Female,Master Degree,Marketing Manager,9,130000,USA,Hispanic
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Asian
36,Female,Phd,Research Scientist,12,160000,Australia,Australian
25,Male,Bachelor Degree,Product Manager,1,55000,Australia,Asian
30,Female,Bachelor Degree,Marketing Coordinator,5,85000,Canada,Asian
34,Male,Phd,Research Director,11,170000,China,Korean
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Canada,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,China,Chinese
24,Female,High School,Receptionist,0,25000,Canada,White
37,Male,Master Degree,Marketing Director,14,180000,USA,African American
28,Female,Bachelor Degree,Marketing Coordinator,3,60000,UK,Welsh
33,Male,Master Degree,Software Engineer,9,120000,Canada,Black
26,Female,Bachelor Degree,Graphic Designer,1,45000,Australia,Australian
29,Male,Bachelor Degree,Product Manager,5,80000,Australia,White
35,Female,Phd,Research Scientist,11,150000,UK,White
27,Male,Bachelor Degree,Software Engineer,2,65000,Australia,White
31,Female,Bachelor Degree,Marketing Manager,7,100000,UK,Mixed
28,Male,Master Degree,Financial Analyst,4,90000,Canada,Asian
24,Female,Bachelor Degree,Marketing Analyst,0,40000,UK,White
30,Male,Bachelor Degree,Project Manager,6,110000,Australia,Australian
34,Female,Phd,Research Director,12,170000,UK,Asian
27,Male,Bachelor Degree,Software Engineer,3,75000,Canada,White
33,Female,Master Degree,Marketing Manager,8,120000,USA,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,USA,Hispanic
25,Female,High School,Customer Service Representative,1,30000,Canada,White
36,Male,Phd,Research Scientist,13,180000,China,White
39,Female,Bachelor Degree,Financial Manager,15,200000,UK,Mixed
26,Male,Bachelor Degree,Product Designer,1,50000,USA,White
31,Female,Phd,Data Scientist,8,140000,USA,Asian
28,Male,Bachelor Degree,Marketing Analyst,3,65000,UK,Mixed
32,Female,Bachelor Degree,Product Manager,7,110000,Australia,Australian
24,Male,High School,Delivery Driver,0,28000,UK,White
37,Male,Master Degree,Marketing Director,14,190000,Canada,Black
39,Female,Bachelor Degree,Financial Manager,16,210000,UK,Mixed
26,Male,Bachelor Degree,Product Designer,2,55000,China,Chinese
31,Female,Phd,Data Scientist,8,140000,UK,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Black
33,Female,Master Degree,Marketing Manager,9,130000,UK,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Hispanic
36,Female,Phd,Research Scientist,12,170000,Australia,Australian
25,Male,Bachelor Degree,Product Manager,1,60000,USA,White
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,White
34,Male,Phd,Research Director,11,160000,USA,Hispanic
28,Female,Bachelor Degree,Marketing Analyst,3,60000,China,White
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,Asian
24,Female,High School,Receptionist,0,25000,USA,Hispanic
37,Male,Master Degree,Marketing Director,14,190000,China,Korean
39,Female,Bachelor Degree,Financial Manager,16,200000,Australia,Australian
26,Male,Bachelor Degree,Product Designer,2,55000,USA,Hispanic
31,Female,Phd,Data Scientist,8,140000,UK,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,Chinese
33,Female,Master Degree,Marketing Manager,9,130000,Canada,Black
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,Australian
36,Female,Phd,Research Scientist,12,170000,China,White
25,Male,Bachelor Degree,Product Manager,1,60000,UK,White
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Canada,Black
34,Male,Phd,Research Director,11,160000,China,Chinese
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,Welsh
32,Male,Bachelor Degree,Product Manager,7,120000,China,Korean
24,Female,High School,Receptionist,0,25000,Australia,White
37,Male,Master Degree,Marketing Director,14,190000,Australia,White
39,Female,Bachelor Degree,Financial Manager,16,200000,USA,Asian
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,White
31,Female,Phd,Data Scientist,8,140000,China,Chinese
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Asian
33,Female,Master Degree,Marketing Manager,9,130000,China,White
27,Male,Bachelor Degree,Software Engineer,3,80000,Canada,Black
36,Female,Phd,Research Scientist,12,170000,UK,Asian
25,Male,Bachelor Degree,Product Manager,1,60000,Australia,Australian
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,UK,Asian
34,Male,Phd,Research Director,11,160000,Canada,Black
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,Welsh
32,Male,Bachelor Degree,Product Manager,7,120000,UK,Mixed
24,Female,High School,Receptionist,0,25000,Canada,Asian
37,Male,Master Degree,Marketing Director,14,190000,USA,Asian
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,White
26,Male,Bachelor Degree,Product Designer,2,55000,China,White
31,Female,Phd,Data Scientist,8,140000,USA,Hispanic
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,Chinese
33,Female,Master Degree,Marketing Manager,9,130000,USA,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,UK,Asian
36,Female,Phd,Research Scientist,12,170000,USA,African American
25,Male,Bachelor Degree,Product Manager,1,60000,USA,Asian
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,UK,Welsh
34,Male,Phd,Research Director,11,160000,Canada,Black
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,White
32,Male,Bachelor Degree,Product Manager,7,120000,UK,White
24,Female,High School,Receptionist,0,25000,USA,African American
37,Male,Master Degree,Marketing Director,14,190000,Canada,Asian
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Mixed
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,Black
31,Female,Phd,Data Scientist,8,140000,Canada,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,White
33,Female,Master Degree,Marketing Manager,9,130000,UK,Mixed
27,Male,Bachelor Degree,Software Engineer,3,80000,UK,Welsh
36,Female,Phd,Research Scientist,12,170000,Australia,Asian
25,Male,Bachelor Degree,Product Manager,1,60000,USA,African American
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Canada,Black
34,Male,Phd,Research Director,11,160000,Australia,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,White
32,Male,Bachelor Degree,Product Manager,7,120000,China,Korean
24,Female,High School,Receptionist,0,25000,China,Korean
37,Male,Master Degree,Marketing Director,14,190000,China,Korean
39,Female,Bachelor Degree,Financial Manager,16,200000,Canada,White
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,Black
31,Female,Phd,Data Scientist,8,140000,UK,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Black
33,Female,Master Degree,Marketing Manager,9,130000,USA,Hispanic
27,Male,Bachelor Degree,Software Engineer,3,80000,Canada,White
36,Female,Phd,Research Scientist,12,170000,UK,Mixed
25,Male,Bachelor Degree,Product Manager,1,60000,Australia,White
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,Asian
34,Male,Phd,Research Director,11,160000,Canada,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,White
32,Male,Bachelor Degree,Product Manager,7,120000,USA,African American
24,Female,High School,Receptionist,0,25000,UK,Mixed
37,Male,Master Degree,Marketing Director,14,190000,UK,Mixed
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Asian
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,Black
31,Female,Phd,Data Scientist,8,140000,UK,Welsh
29,Male,Bachelor Degree,Marketing Analyst,4,70000,USA,Asian
33,Female,Master Degree,Marketing Manager,9,130000,UK,White
27,Male,Bachelor Degree,Software Engineer,3,80000,Canada,Black
36,Female,Phd,Research Scientist,12,170000,UK,Welsh
25,Male,Bachelor Degree,Product Manager,1,60000,USA,Hispanic
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Australia,Asian
34,Male,Phd,Research Director,11,160000,USA,Hispanic
28,Female,Bachelor Degree,Marketing Analyst,3,60000,USA,White
32,Male,Bachelor Degree,Product Manager,7,120000,Australia,Australian
24,Female,High School,Receptionist,0,25000,Australia,Asian
37,Male,Master Degree,Marketing Director,14,190000,Australia,Australian
39,Female,Bachelor Degree,Financial Manager,16,200000,Canada,Asian
26,Male,Bachelor Degree,Product Designer,2,55000,Australia,Australian
31,Female,Phd,Data Scientist,8,140000,USA,Hispanic
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,Chinese
33,Female,Master Degree,Marketing Manager,9,130000,Canada,Black
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Asian
29,Male,Bachelor Degree,Software Engineer,3,75000,USA,African American
32,Female,Master Degree,Marketing Manager,8,120000,UK,Welsh
27,Male,Bachelor Degree,Product Manager,2,65000,USA,African American
30,Female,Phd,Data Scientist,6,100000,USA,Asian
36,Male,Bachelor Degree,Financial Analyst,11,150000,China,Chinese
28,Female,Bachelor Degree,Marketing Coordinator,3,60000,Australia,Asian
33,Male,Master Degree,Software Engineer,9,120000,UK,Mixed
26,Female,Bachelor Degree,Graphic Designer,1,45000,China,Chinese
29,Male,Bachelor Degree,Product Manager,5,80000,UK,Welsh
35,Female,Phd,Research Scientist,11,150000,UK,Welsh
27,Male,Bachelor Degree,Software Engineer,2,65000,USA,Hispanic
31,Female,Bachelor Degree,Marketing Manager,7,100000,China,Korean
28,Male,Master Degree,Financial Analyst,4,90000,USA,Hispanic
24,Female,Bachelor Degree,Marketing Analyst,0,40000,Australia,Australian
30,Male,Bachelor Degree,Project Manager,6,110000,USA,African American
34,Female,Phd,Research Director,12,170000,USA,Asian
27,Male,Bachelor Degree,Software Engineer,3,75000,Australia,Asian
33,Female,Master Degree,Marketing Manager,8,120000,UK,Welsh
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,White
25,Female,High School,Customer Service Representative,1,30000,USA,Asian
36,Male,Phd,Research Scientist,13,180000,Canada,Black
39,Female,Bachelor Degree,Financial Manager,15,200000,China,Chinese
26,Male,Bachelor Degree,Product Designer,1,50000,USA,White
31,Female,Phd,Data Scientist,8,140000,USA,White
28,Male,Bachelor Degree,Marketing Analyst,3,65000,UK,Welsh
32,Female,Bachelor Degree,Product Manager,7,110000,UK,Mixed
24,Male,High School,Delivery Driver,0,28000,Australia,White
37,Male,Master Degree,Marketing Director,14,190000,USA,White
39,Female,Bachelor Degree,Financial Manager,16,210000,UK,Mixed
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,White
31,Female,Phd,Data Scientist,8,140000,Australia,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,Asian
33,Female,Master Degree,Marketing Manager,9,130000,Australia,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,African American
36,Female,Phd,Research Scientist,12,170000,USA,Asian
25,Male,Bachelor Degree,Product Manager,1,60000,UK,Welsh
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,Asian
34,Male,Phd,Research Director,11,160000,Australia,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,China,Chinese
24,Female,High School,Receptionist,0,25000,Australia,Australian
37,Male,Master Degree,Marketing Director,14,190000,Australia,Australian
39,Female,Bachelor Degree,Financial Manager,16,200000,Australia,Australian
26,Male,Bachelor Degree,Product Designer,2,55000,UK,Asian
31,Female,Phd,Data Scientist,8,140000,UK,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Asian
33,Female,Master Degree,Marketing Manager,9,130000,China,Korean
27,Male,Bachelor Degree,Software Engineer,3,80000,UK,Asian
36,Female,Phd,Research Scientist,12,170000,China,Chinese
25,Male,Bachelor Degree,Product Manager,1,60000,UK,White
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Canada,Asian
34,Male,Phd,Research Director,11,160000,Australia,Australian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,White
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,White
24,Female,High School,Receptionist,0,25000,China,Chinese
37,Male,Master Degree,Marketing Director,14,190000,Canada,Black
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,White
26,Male,Bachelor Degree,Product Designer,2,55000,China,Korean
31,Female,Phd,Data Scientist,8,140000,USA,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,China,Korean
33,Female,Master Degree,Marketing Manager,9,130000,UK,White
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,Asian
36,Female,Phd,Research Scientist,12,170000,China,Korean
25,Male,Bachelor Degree,Product Manager,1,60000,UK,Asian
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Australia,White
34,Male,Phd,Research Director,11,160000,UK,Welsh
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Canada,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,UK,White
24,Female,High School,Receptionist,0,25000,China,Korean
37,Male,Master Degree,Marketing Director,14,190000,Australia,Asian
39,Female,Bachelor Degree,Financial Manager,16,200000,Australia,Australian
26,Male,Bachelor Degree,Product Designer,2,55000,China,Korean
31,Female,Phd,Data Scientist,8,140000,UK,Welsh
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,Asian
33,Female,Master Degree,Marketing Manager,9,130000,USA,African American
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,White
36,Female,Phd,Research Scientist,12,170000,UK,White
25,Male,Bachelor Degree,Product Manager,1,60000,China,Chinese
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,African American
34,Male,Phd,Research Director,11,160000,UK,Mixed
28,Female,Bachelor Degree,Marketing Analyst,3,60000,USA,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,USA,Hispanic
24,Female,High School,Receptionist,0,25000,UK,Welsh
37,Male,Master Degree,Marketing Director,14,190000,China,White
39,Female,Bachelor Degree,Financial Manager,16,200000,Australia,Australian
26,Male,Bachelor Degree,Product Designer,2,55000,Canada,Asian
31,Female,Phd,Data Scientist,8,140000,UK,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Asian
33,Female,Master Degree,Marketing Manager,9,130000,China,White
27,Male,Bachelor Degree,Software Engineer,3,80000,China,Chinese
36,Female,Phd,Research Scientist,12,170000,UK,White
25,Male,Bachelor Degree,Product Manager,1,60000,USA,African American
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,Hispanic
34,Male,Phd,Research Director,11,160000,Canada,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,China,Chinese
32,Male,Bachelor Degree,Product Manager,7,120000,USA,Asian
24,Female,High School,Receptionist,0,25000,UK,Asian
37,Male,Master Degree,Marketing Director,14,190000,Australia,Australian
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Welsh
26,Male,Bachelor Degree,Product Designer,2,55000,UK,Asian
31,Female,Phd,Data Scientist,8,140000,Canada,Black
29,Male,Bachelor Degree,Marketing Analyst,4,70000,USA,African American
33,Female,Master Degree,Marketing Manager,9,130000,USA,African American
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,Australian
36,Female,Phd,Research Scientist,12,170000,China,Korean
25,Male,Bachelor Degree,Product Manager,1,60000,Canada,Black
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,USA,Hispanic
34,Male,Phd,Research Director,11,160000,Canada,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,USA,White
32,Male,Bachelor Degree,Product Manager,7,120000,USA,White
24,Female,High School,Receptionist,0,25000,UK,Mixed
37,Male,Master Degree,Marketing Director,14,190000,Australia,Australian
39,Female,Bachelor Degree,Financial Manager,16,200000,Canada,Asian
26,Male,Bachelor Degree,Product Designer,2,55000,UK,White
31,Female,Phd,Data Scientist,8,140000,Australia,Australian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Canada,Asian
33,Female,Master Degree,Marketing Manager,9,130000,USA,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Asian
36,Female,Phd,Research Scientist,12,170000,Australia,White
25,Male,Bachelor Degree,Product Manager,1,60000,Australia,White
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Australia,White
34,Male,Phd,Research Director,11,160000,USA,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,China,Chinese
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,Asian
24,Female,High School,Receptionist,0,25000,USA,Hispanic
37,Male,Master Degree,Marketing Director,14,190000,USA,Hispanic
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Welsh
27,Male,Phd,Marketing Coordinator,7,120000,Canada,Black
28,Female,Bachelor Degree,Marketing Coordinator,3,60000,UK,Asian
33,Male,Master Degree,Software Engineer,8,120000,Canada,White
27,Female,Bachelor Degree,Product Manager,2,65000,Australia,White
30,Male,Phd,Data Scientist,6,100000,UK,Asian
36,Female,Bachelor Degree,Financial Analyst,11,150000,USA,African American
29,Male,Bachelor Degree,Marketing Analyst,3,65000,China,White
32,Female,Master Degree,Software Engineer,9,120000,Australia,White
26,Male,Bachelor Degree,Graphic Designer,1,45000,Canada,White
29,Female,Bachelor Degree,Product Manager,5,80000,USA,Asian
35,Male,Phd,Research Scientist,11,150000,UK,Welsh
27,Male,Bachelor Degree,Software Engineer,2,65000,USA,Asian
31,Female,Bachelor Degree,Marketing Manager,7,100000,UK,Asian
28,Male,Master Degree,Financial Analyst,4,90000,Canada,Black
24,Female,Bachelor Degree,Marketing Analyst,0,40000,China,Korean
30,Male,Bachelor Degree,Project Manager,6,110000,Australia,Asian
34,Female,Phd,Research Director,12,170000,China,Chinese
27,Male,Bachelor Degree,Software Engineer,3,75000,Canada,Asian
33,Female,Master Degree,Marketing Manager,8,120000,China,Korean
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,Welsh
25,Female,High School,Customer Service Representative,1,30000,UK,Mixed
36,Male,Phd,Research Scientist,13,180000,Canada,Asian
39,Female,Bachelor Degree,Financial Manager,15,200000,Australia,White
26,Male,Bachelor Degree,Product Designer,1,50000,Canada,White
31,Female,Phd,Data Scientist,8,140000,USA,Hispanic
28,Male,Bachelor Degree,Marketing Analyst,3,65000,UK,Mixed
32,Female,Bachelor Degree,Product Manager,7,110000,UK,Asian
24,Male,High School,Delivery Driver,0,28000,Australia,Australian
37,Male,Master Degree,Marketing Director,14,190000,China,White
39,Female,Bachelor Degree,Financial Manager,16,210000,Australia,Australian
26,Male,Bachelor Degree,Product Designer,2,55000,China,Chinese
31,Female,Phd,Data Scientist,8,140000,China,Chinese
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Australia,Asian
33,Female,Master Degree,Marketing Manager,9,130000,USA,White
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,White
36,Female,Phd,Research Scientist,12,170000,China,White
25,Male,Bachelor Degree,Product Manager,1,60000,USA,Hispanic
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Australia,Asian
34,Male,Phd,Research Director,11,160000,China,White
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,Asian
32,Male,Bachelor Degree,Product Manager,7,120000,Australia,White
24,Female,High School,Receptionist,0,25000,China,Chinese
37,Male,Master Degree,Marketing Director,14,190000,USA,Hispanic
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Welsh
26,Male,Bachelor Degree,Product Designer,2,55000,UK,Mixed
31,Female,Phd,Data Scientist,8,140000,USA,African American
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Australia,Australian
33,Female,Master Degree,Marketing Manager,9,130000,UK,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,Australia,Asian
36,Female,Phd,Research Scientist,12,170000,Canada,Black
25,Male,Bachelor Degree,Product Manager,1,60000,China,Korean
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,China,Korean
34,Male,Phd,Research Director,11,160000,Australia,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,UK,Welsh
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,White
24,Female,High School,Receptionist,0,25000,USA,African American
37,Male,Master Degree,Marketing Director,14,190000,UK,White
39,Female,Bachelor Degree,Financial Manager,16,200000,China,Korean
26,Male,Bachelor Degree,Product Designer,2,55000,USA,African American
31,Female,Phd,Data Scientist,8,140000,USA,White
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Australia,Asian
33,Female,Master Degree,Marketing Manager,9,130000,China,Korean
27,Male,Bachelor Degree,Software Engineer,3,80000,China,Chinese
36,Female,Phd,Research Scientist,12,170000,Canada,Black
25,Male,Bachelor Degree,Product Manager,1,60000,Canada,Black
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Canada,Black
34,Male,Phd,Research Director,11,160000,China,Chinese
28,Female,Bachelor Degree,Marketing Analyst,3,60000,China,Korean
32,Male,Bachelor Degree,Product Manager,7,120000,Canada,White
24,Female,High School,Receptionist,0,25000,Canada,White
37,Male,Master Degree,Marketing Director,14,190000,Australia,Australian
39,Female,Bachelor Degree,Financial Manager,16,200000,UK,Mixed
26,Male,Bachelor Degree,Product Designer,2,55000,UK,Mixed
31,Female,Phd,Data Scientist,8,140000,UK,Mixed
29,Male,Bachelor Degree,Marketing Analyst,4,70000,Australia,White
33,Female,Master Degree,Marketing Manager,9,130000,Australia,White
27,Male,Bachelor Degree,Software Engineer,3,80000,USA,Asian
36,Female,Phd,Research Scientist,12,170000,USA,African American
25,Male,Bachelor Degree,Product Manager,1,60000,Canada,Asian
30,Female,Bachelor Degree,Marketing Coordinator,5,90000,Canada,Black
34,Male,Phd,Research Director,11,160000,Canada,Asian
28,Female,Bachelor Degree,Marketing Analyst,3,60000,Australia,Australian
32,Male,Bachelor Degree,Product Manager,7,120000,UK,Mixed
24,Female,High School,Receptionist,0,25000,USA,White
37,Male,Master Degree,Marketing Director,14,190000,Australia,White
39,Female,Bachelor Degree,Financial Manager,16,200000,USA,White
26,Male,Bachelor Degree,Product Designer,2,55000,USA,White
31,Female,Phd,Data Scientist,8,140000,Australia,Asian
29,Male,Bachelor Degree,Marketing Analyst,4,70000,UK,Mixed
33,Female,Master Degree,Marketing Manager,9,130000,Australia,Asian
27,Male,Bachelor Degree,Software Engineer,3,80000,UK,Asian
36,Female,Phd,Research Scientist,12,170000,Canada,White
25,Male,Bachelor Degree,Product Manager,1,60000,Canada,Black
